hub,category,sku,shipped_qty,avg_shipped_qty,current_stock,stock_month,stock_turn,sd_shipped_qty,mode,leg_days,wh_days,leadtime_days,handling_cost,leadtime_days_sd,service_level,holding_cost_per_unit_year,lat,lng,color,safety_stock,eoq,rop,days_to_rop,recommended_mode,rop_date,actual_eoq,expected_pull_next_90d,console_support
CONSOLE,B,SKU_AF,213620,35603.33333,1400,0.039322161,305.1714286,3560.333333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,4086,14616,22802,0.0,Land,2/1/2023,29232.0,107403.0,False
CONSOLE,B,SKU_AF,213620,35603.33333,1400,0.039322161,305.1714286,3560.333333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1995,20670,7844,0.0,Land,2/1/2023,20670.0,,
CONSOLE,B,SKU_AG,194256,32376.0,28364,0.876081048,13.69736285,3237.6,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2207,27875,9653,17.59039742,Ocean,19/1/2023,27875.0,47606.0,False
CONSOLE,B,SKU_AG,194256,32376.0,28364,0.876081048,13.69736285,3237.6,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,3716,13938,20735,7.17209887,Ocean,9/1/2023,27876.0,102420.0,False
CONSOLE,B,SKU_AG,194256,32376.0,28364,0.876081048,13.69736285,3237.6,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1815,19711,7134,19.95853441,Ocean,21/1/2023,19711.0,,
CONSOLE,B,SKU_AH,236700,39450.0,15020,0.380735108,31.51797603,3945.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2689,30770,11762,2.513656426,Land,4/1/2023,30770.0,,
CONSOLE,B,SKU_AH,236700,39450.0,15020,0.380735108,31.51797603,3945.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,4528,15385,25266,0.0,Land,2/1/2023,30770.0,113058.0,False
CONSOLE,B,SKU_AH,236700,39450.0,15020,0.380735108,31.51797603,3945.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2211,21758,8692,4.882264537,Land,6/1/2023,21758.0,,
CONSOLE,B,SKU_AI,495552,82592.0,1300,0.015740023,762.3876923,4010.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3464,44522,22459,0.0,Land,2/1/2023,44522.0,63179.0,False
CONSOLE,B,SKU_AI,495552,82592.0,1300,0.015740023,762.3876923,4010.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,6696,22261,50113,0.0,Land,2/1/2023,66783.0,171238.0,False
CONSOLE,B,SKU_AI,495552,82592.0,1300,0.015740023,762.3876923,4010.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2713,31482,16281,0.0,Land,2/1/2023,31482.0,,
CONSOLE,B,SKU_AJ,370731,61788.5,197968,3.203961902,3.745362887,3803.433333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2963,38509,17173,89.05957282,Ocean,1/4/2023,38509.0,51598.0,True
CONSOLE,B,SKU_AJ,370731,61788.5,197968,3.203961902,3.745362887,3803.433333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,5460,19254,37941,78.82926109,Ocean,21/3/2023,38508.0,111009.0,True
CONSOLE,B,SKU_AJ,370731,61788.5,197968,3.203961902,3.745362887,3803.433333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2365,27230,12515,91.35410248,Ocean,3/4/2023,27230.0,,
CONSOLE,B,SKU_AK,806381,134396.8333,9500,0.070686189,169.7644211,7421.35,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,6041,56794,36950,0.0,Land,2/1/2023,56794.0,138549.0,False
CONSOLE,B,SKU_AK,806381,134396.8333,9500,0.070686189,169.7644211,7421.35,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,11381,28397,82030,0.0,Land,2/1/2023,85191.0,298894.0,False
CONSOLE,B,SKU_AK,806381,134396.8333,9500,0.070686189,169.7644211,7421.35,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,4782,40159,26860,0.0,Land,2/1/2023,40159.0,,
CONSOLE,B,SKU_AL,513720,85620.0,0,0.0,inf,8562.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,5836,45331,25527,0.0,Land,2/1/2023,45331.0,77417.0,False
CONSOLE,B,SKU_AL,513720,85620.0,0,0.0,inf,8562.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,9827,22665,54835,0.0,Land,2/1/2023,67995.0,222076.0,False
CONSOLE,B,SKU_AL,513720,85620.0,0,0.0,inf,8562.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,4799,32054,18864,0.0,Land,2/1/2023,32054.0,,
CONSOLE,B,SKU_AM,997372,166228.6667,392000,2.358197343,5.088632653,12516.2,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,9120,63162,47350,63.10651622,Ocean,6/3/2023,63162.0,49639.0,True
CONSOLE,B,SKU_AM,997372,166228.6667,392000,2.358197343,5.088632653,12516.2,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,16145,31581,103527,52.82032803,Ocean,23/2/2023,126324.0,101730.0,True
CONSOLE,B,SKU_AM,997372,166228.6667,392000,2.358197343,5.088632653,12516.2,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,7383,44663,34690,65.42460268,Ocean,8/3/2023,44663.0,,
CONSOLE,B,SKU_AN,497200,82866.66667,342400,4.131938858,2.904205607,6173.333333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,4512,44596,23570,117.1065412,Ocean,29/4/2023,44596.0,,
CONSOLE,B,SKU_AN,497200,82866.66667,342400,4.131938858,2.904205607,6173.333333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,8004,22298,51565,106.8239529,Ocean,18/4/2023,66894.0,,
CONSOLE,B,SKU_AN,497200,82866.66667,342400,4.131938858,2.904205607,6173.333333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,3650,31534,17263,119.4231078,Ocean,1/5/2023,31534.0,,
CONSOLE,B,SKU_AO,442000,73666.66667,0,0.0,inf,5200.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3864,42048,20806,0.0,Land,2/1/2023,42048.0,60332.0,False
CONSOLE,B,SKU_AO,442000,73666.66667,0,0.0,inf,5200.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,6926,21024,45651,0.0,Land,2/1/2023,63072.0,129801.0,False
CONSOLE,B,SKU_AO,442000,73666.66667,0,0.0,inf,5200.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,3115,29732,15216,0.0,Land,2/1/2023,29732.0,,
CONSOLE,B,SKU_AP,546000,91000.0,0,0.0,inf,9100.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,6203,46733,27131,0.0,Land,2/1/2023,46733.0,79812.0,False
CONSOLE,B,SKU_AP,546000,91000.0,0,0.0,inf,9100.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,10444,23367,58281,0.0,Land,2/1/2023,70101.0,228944.0,False
CONSOLE,B,SKU_AP,546000,91000.0,0,0.0,inf,9100.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,5100,33045,20049,0.0,Land,2/1/2023,33045.0,,
CONSOLE,B,SKU_AQ,663000,110500.0,0,0.0,inf,9100.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,6472,51498,31885,0.0,Land,2/1/2023,51498.0,79812.0,False
CONSOLE,B,SKU_AQ,663000,110500.0,0,0.0,inf,9100.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,11265,25749,69352,0.0,Land,2/1/2023,77247.0,228944.0,False
CONSOLE,B,SKU_AQ,663000,110500.0,0,0.0,inf,9100.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,5268,36414,23420,0.0,Land,2/1/2023,36414.0,,
CONSOLE,B,SKU_AR,371040,61840.0,74325,1.201891979,9.984258325,4045.666667,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3083,38525,17305,28.06464651,Ocean,30/1/2023,38525.0,126477.0,False
CONSOLE,B,SKU_AR,371040,61840.0,74325,1.201891979,9.984258325,4045.666667,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,5611,19262,38119,17.82021381,Ocean,19/1/2023,38524.0,264753.0,False
CONSOLE,B,SKU_AR,371040,61840.0,74325,1.201891979,9.984258325,4045.666667,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2472,27241,12631,30.36514033,Ocean,1/2/2023,27241.0,,
CONSOLE,B,SKU_AS,95400,15900.0,0,0.0,inf,1590.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1084,19535,4741,0.0,Land,2/1/2023,19535.0,30887.0,False
CONSOLE,B,SKU_AS,95400,15900.0,0,0.0,inf,1590.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,1825,9767,10183,0.0,Land,2/1/2023,19534.0,42200.0,False
CONSOLE,B,SKU_AS,95400,15900.0,0,0.0,inf,1590.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,891,13813,3503,0.0,Land,2/1/2023,13813.0,,
CONSOLE,B,SKU_AT,95649,15941.5,0,0.0,inf,1594.15,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1087,19560,4753,0.0,Land,2/1/2023,19560.0,30927.0,False
CONSOLE,B,SKU_AT,95649,15941.5,0,0.0,inf,1594.15,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,1830,9780,10210,0.0,Land,2/1/2023,19560.0,42254.0,False
CONSOLE,B,SKU_AT,95649,15941.5,0,0.0,inf,1594.15,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,893,13831,3512,0.0,Land,2/1/2023,13831.0,,
CONSOLE,B,SKU_AU,254940,42490.0,8280,0.194869381,61.57971014,1657.5,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1614,31934,11386,0.0,Land,2/1/2023,31934.0,57643.0,False
CONSOLE,B,SKU_AU,254940,42490.0,8280,0.194869381,61.57971014,1657.5,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,3250,15967,25586,0.0,Land,2/1/2023,31934.0,61547.0,False
CONSOLE,B,SKU_AU,254940,42490.0,8280,0.194869381,61.57971014,1657.5,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1242,22581,8222,0.041547329,Land,2/1/2023,22581.0,,
CONSOLE,B,SKU_AV,223260,37210.0,0,0.0,inf,3721.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2536,29884,11094,0.0,Land,2/1/2023,29884.0,47250.0,False
CONSOLE,B,SKU_AV,223260,37210.0,0,0.0,inf,3721.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,4271,14942,23831,0.0,Land,2/1/2023,29884.0,96834.0,False
CONSOLE,B,SKU_AV,223260,37210.0,0,0.0,inf,3721.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2085,21131,8198,0.0,Land,2/1/2023,21131.0,,
CONSOLE,B,SKU_AW,442893,73815.5,111828,1.514966369,7.920967915,4175.983333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3365,42090,20341,37.72364638,Ocean,8/2/2023,42090.0,94585.0,True
CONSOLE,B,SKU_AW,442893,73815.5,111828,1.514966369,7.920967915,4175.983333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,6308,21045,45111,27.51001252,Ocean,29/1/2023,63135.0,267524.0,False
CONSOLE,B,SKU_AW,442893,73815.5,111828,1.514966369,7.920967915,4175.983333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2668,29762,14794,40.0108901,Ocean,11/2/2023,29762.0,,
CONSOLE,B,SKU_AX,103200,17200.0,36288,2.109767442,5.687830688,1720.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1172,20317,5128,55.1405186,Ocean,26/2/2023,20317.0,32125.0,True
CONSOLE,B,SKU_AX,103200,17200.0,36288,2.109767442,5.687830688,1720.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,1974,10159,11016,44.72115488,Ocean,15/2/2023,20318.0,43890.0,False
CONSOLE,B,SKU_AX,103200,17200.0,36288,2.109767442,5.687830688,1720.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,964,14367,3790,57.50823407,Ocean,28/2/2023,14367.0,,
CONSOLE,B,SKU_AY,118404,19734.0,0,0.0,inf,1973.4,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1345,21763,5883,0.0,Land,2/1/2023,21763.0,,
CONSOLE,B,SKU_AY,118404,19734.0,0,0.0,inf,1973.4,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,2265,10881,12639,0.0,Land,2/1/2023,21762.0,,
CONSOLE,B,SKU_AY,118404,19734.0,0,0.0,inf,1973.4,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1106,15389,4348,0.0,Land,2/1/2023,15389.0,,
CONSOLE,B,SKU_AZ,159999,26666.5,532000,19.95012469,0.6015,2666.65,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1818,25298,7951,598.1467164,Ocean,22/8/2024,25298.0,,
CONSOLE,B,SKU_AZ,159999,26666.5,532000,19.95012469,0.6015,2666.65,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,3060,12649,17078,587.7292076,Ocean,11/8/2024,25298.0,,
CONSOLE,B,SKU_AZ,159999,26666.5,532000,19.95012469,0.6015,2666.65,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1495,17888,5876,600.5151103,Ocean,24/8/2024,17888.0,,
CONSOLE,B,SKU_BA,256900,42816.66667,37000,0.864149475,13.88648649,2916.666667,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2192,32056,12039,17.7439772,Ocean,19/1/2023,32056.0,83427.0,False
CONSOLE,B,SKU_BA,256900,42816.66667,37000,0.864149475,13.88648649,2916.666667,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,3958,16028,26466,7.488283955,Ocean,9/1/2023,32056.0,235968.0,False
CONSOLE,B,SKU_BA,256900,42816.66667,37000,0.864149475,13.88648649,2916.666667,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1763,22667,8797,20.04861139,Ocean,22/1/2023,22667.0,,
CONSOLE,B,SKU_BB,647780,107963.3333,224000,2.074778474,5.78375,3000.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3678,50903,28508,55.11306311,Ocean,26/2/2023,50903.0,267732.0,False
CONSOLE,B,SKU_BB,647780,107963.3333,224000,2.074778474,5.78375,3000.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,7789,25452,64543,44.95408357,Ocean,15/2/2023,76356.0,473285.0,False
CONSOLE,B,SKU_BB,647780,107963.3333,224000,2.074778474,5.78375,3000.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2756,35994,20492,57.37293213,Ocean,28/2/2023,35994.0,,
CONSOLE,B,SKU_BC,200000,33333.33333,60000,1.8,6.666666667,3333.333333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2272,28284,9938,45.71211282,Ocean,16/2/2023,28284.0,44721.0,True
CONSOLE,B,SKU_BC,200000,33333.33333,60000,1.8,6.666666667,3333.333333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,3826,14142,21349,35.29261461,Ocean,6/2/2023,28284.0,91653.0,False
CONSOLE,B,SKU_BC,200000,33333.33333,60000,1.8,6.666666667,3333.333333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1868,20000,7344,48.08072016,Ocean,19/2/2023,20000.0,,
CONSOLE,B,SKU_BD,388000,64666.66667,0,0.0,inf,3733.333333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2983,39395,17855,0.0,Land,2/1/2023,39395.0,47329.0,False
CONSOLE,B,SKU_BD,388000,64666.66667,0,0.0,inf,3733.333333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,5569,19698,39563,0.0,Land,2/1/2023,59094.0,96996.0,False
CONSOLE,B,SKU_BD,388000,64666.66667,0,0.0,inf,3733.333333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2369,27857,12992,0.0,Land,2/1/2023,27857.0,,
CONSOLE,B,SKU_BE,160500,26750.0,27000,1.009345794,11.88888889,2675.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1823,25338,7975,21.64724953,Ocean,23/1/2023,25338.0,40062.0,False
CONSOLE,B,SKU_BE,160500,26750.0,27000,1.009345794,11.88888889,2675.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,3070,12669,17132,11.22812396,Ocean,13/1/2023,25338.0,54736.0,False
CONSOLE,B,SKU_BE,160500,26750.0,27000,1.009345794,11.88888889,2675.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1499,17916,5893,24.01621529,Ocean,26/1/2023,17916.0,,
CONSOLE,B,SKU_BF,319320,53220.0,555680,10.44118752,1.149294558,5322.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3628,35739,15868,308.7233717,Ocean,6/11/2023,35739.0,,
CONSOLE,B,SKU_BF,319320,53220.0,555680,10.44118752,1.149294558,5322.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,6108,17870,34084,298.3054764,Ocean,27/10/2023,35740.0,,
CONSOLE,B,SKU_BF,319320,53220.0,555680,10.44118752,1.149294558,5322.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2983,25271,11726,311.0922191,Ocean,9/11/2023,25271.0,,
CONSOLE,B,SKU_BG,259056,43176.0,73919,1.712039096,7.00918573,4317.6,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,2943,32190,12873,43.03448911,Ocean,14/2/2023,32190.0,4645.0,True
CONSOLE,B,SKU_BG,259056,43176.0,73919,1.712039096,7.00918573,4317.6,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,4955,16095,27652,32.61600609,Ocean,3/2/2023,32190.0,4645.0,True
CONSOLE,B,SKU_BG,259056,43176.0,73919,1.712039096,7.00918573,4317.6,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2420,22762,9513,45.40312725,Ocean,16/2/2023,22762.0,,
CONSOLE,B,SKU_BH,326644,54440.66667,21810,0.400619635,29.95359927,5444.066667,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3711,36147,16231,3.119139302,Land,5/1/2023,36147.0,,
CONSOLE,B,SKU_BH,326644,54440.66667,21810,0.400619635,29.95359927,5444.066667,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,6248,18073,34866,0.0,Land,2/1/2023,36146.0,,
CONSOLE,B,SKU_BH,326644,54440.66667,21810,0.400619635,29.95359927,5444.066667,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,3051,25559,11994,5.48798555,Land,7/1/2023,25559.0,,
CONSOLE,B,SKU_BI,1934586,322431.0,2303779,7.145029479,1.679489222,32243.1,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,21977,87968,96131,208.3986409,Ocean,29/7/2023,175936.0,,
CONSOLE,B,SKU_BI,1934586,322431.0,2303779,7.145029479,1.679489222,32243.1,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,37005,43984,206499,197.9800682,Ocean,18/7/2023,219920.0,,
CONSOLE,B,SKU_BI,1934586,322431.0,2303779,7.145029479,1.679489222,32243.1,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,18071,62203,71038,210.7673822,Ocean,31/7/2023,124406.0,,
CONSOLE,B,SKU_BJ,265400,44233.33333,115220,2.604822909,4.60683909,4423.333333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,3015,32582,13188,70.20831916,Ocean,13/3/2023,32582.0,4705.0,True
CONSOLE,B,SKU_BJ,265400,44233.33333,115220,2.604822909,4.60683909,4423.333333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,5077,16291,28329,59.78978222,Ocean,2/3/2023,32582.0,4705.0,True
CONSOLE,B,SKU_BJ,265400,44233.33333,115220,2.604822909,4.60683909,4423.333333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,2479,23039,9745,72.57745083,Ocean,15/3/2023,23039.0,,
CONSOLE,B,SKU_BK,460000,76666.66667,172700,2.252608696,5.32715692,7666.666667,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,5226,42895,22858,59.48792549,Ocean,2/3/2023,42895.0,,
CONSOLE,B,SKU_BK,460000,76666.66667,172700,2.252608696,5.32715692,7666.666667,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,8799,21448,49101,49.06934039,Ocean,20/2/2023,64344.0,,
CONSOLE,B,SKU_BK,460000,76666.66667,172700,2.252608696,5.32715692,7666.666667,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,4297,30332,16891,61.85685043,Ocean,4/3/2023,30332.0,,
CONSOLE,B,SKU_BL,621000,103500.0,2500000,24.15458937,0.4968,10350.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,7055,49840,30858,726.1185996,Ocean,28/12/2024,49840.0,,
CONSOLE,B,SKU_BL,621000,103500.0,2500000,24.15458937,0.4968,10350.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,11879,24920,66286,715.7000292,Ocean,17/12/2024,74760.0,,
CONSOLE,B,SKU_BL,621000,103500.0,2500000,24.15458937,0.4968,10350.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,5801,35242,22803,728.4873922,Ocean,30/12/2024,35242.0,,
CONSOLE,B,SKU_BM,841661,140276.8333,533080,3.800199843,3.157728671,14027.68333,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,9561,58023,41822,106.5922248,Ocean,18/4/2023,58023.0,,
CONSOLE,B,SKU_BM,841661,140276.8333,533080,3.800199843,3.157728671,14027.68333,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,16099,29011,89839,96.17358759,Ocean,8/4/2023,116044.0,,
CONSOLE,B,SKU_BM,841661,140276.8333,533080,3.800199843,3.157728671,14027.68333,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,7862,41028,30906,108.9607576,Ocean,20/4/2023,41028.0,,
CONSOLE,B,SKU_BN,514000,85666.66667,7286000,85.05058366,0.141092506,8566.666667,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,5839,45343,25541,2579.610007,Ocean,24/1/2030,45343.0,,
CONSOLE,B,SKU_BN,514000,85666.66667,7286000,85.05058366,0.141092506,8566.666667,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,9832,22672,54865,2569.191315,Ocean,14/1/2030,68016.0,,
CONSOLE,B,SKU_BN,514000,85666.66667,7286000,85.05058366,0.141092506,8566.666667,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,4801,32062,18874,2581.978763,Ocean,26/1/2030,32062.0,,
CONSOLE,B,SKU_BO,78832,13138.66667,25376,1.931398417,6.213114754,2537.6,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1607,17757,4629,48.06244462,Ocean,19/2/2023,17757.0,45056.0,False
CONSOLE,B,SKU_BO,78832,13138.66667,25376,1.931398417,6.213114754,2537.6,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,2519,8879,9426,36.94972727,Ocean,7/2/2023,17758.0,63720.0,False
CONSOLE,B,SKU_BO,78832,13138.66667,25376,1.931398417,6.213114754,2537.6,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1347,12556,3505,50.66630001,Ocean,21/2/2023,12556.0,,
CONSOLE,B,SKU_BP,75200,12533.33333,2400,0.191489362,62.66666667,240.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,398,17344,3280,0.0,Land,2/1/2023,17344.0,13856.0,False
CONSOLE,B,SKU_BP,75200,12533.33333,2400,0.191489362,62.66666667,240.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,873,8672,7461,0.0,Land,2/1/2023,8672.0,9798.0,False
CONSOLE,B,SKU_BP,75200,12533.33333,2400,0.191489362,62.66666667,240.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,292,12264,2351,0.118995718,Land,2/1/2023,12264.0,,
CONSOLE,B,SKU_BQ,75800,12633.33333,2400,0.189973615,63.16666667,240.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,401,17413,3306,0.0,Land,2/1/2023,17413.0,13856.0,False
CONSOLE,B,SKU_BQ,75800,12633.33333,2400,0.189973615,63.16666667,240.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,880,8706,7521,0.0,Land,2/1/2023,8706.0,9798.0,False
CONSOLE,B,SKU_BQ,75800,12633.33333,2400,0.189973615,63.16666667,240.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,294,12313,2369,0.074687098,Land,2/1/2023,12313.0,,
CONSOLE,B,SKU_BR,74560,12426.66667,2840,0.228540773,52.50704225,284.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,406,17270,3264,0.0,Land,2/1/2023,17270.0,15073.0,False
CONSOLE,B,SKU_BR,74560,12426.66667,2840,0.228540773,52.50704225,284.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,878,8635,7410,0.0,Land,2/1/2023,8635.0,10658.0,False
CONSOLE,B,SKU_BR,74560,12426.66667,2840,0.228540773,52.50704225,284.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,300,12211,2341,1.22221537,Land,3/1/2023,12211.0,,
CONSOLE,B,SKU_BS,82430,13738.33333,28710,2.089773141,5.742250087,2871.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1810,18158,4970,52.59549048,Ocean,23/2/2023,18158.0,47925.0,False
CONSOLE,B,SKU_BS,82430,13738.33333,28710,2.089773141,5.742250087,2871.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,2824,9079,10046,41.34971501,Ocean,12/2/2023,18158.0,67776.0,False
CONSOLE,B,SKU_BS,82430,13738.33333,28710,2.089773141,5.742250087,2871.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1519,12840,3776,55.24077336,Ocean,26/2/2023,12840.0,,
CONSOLE,B,SKU_BT,80210,13368.33333,28530,2.134147862,5.622853137,2871.0,Air,6,1,7,12000,0.7,0.9,12,1.3521,102.1,-165,1808,17912,4882,53.84172866,Ocean,24/2/2023,17912.0,47925.0,False
CONSOLE,B,SKU_BT,80210,13368.33333,28530,2.134147862,5.622853137,2871.0,Ocean,15,1,16,3000,1.6,0.9,12,1.3521,102.1,-165,2816,8956,9843,42.54653178,Ocean,13/2/2023,17912.0,67776.0,False
CONSOLE,B,SKU_BT,80210,13368.33333,28530,2.134147862,5.622853137,2871.0,Land,4,1,5,6000,0.5,0.9,12,1.3521,102.1,-165,1518,12666,3714,56.5010292,Ocean,27/2/2023,12666.0,,
